HMAP,H2553,eqwe,0000,Cecilio Frederico Dutado Deticio,09/2019,
DMAP,D2553,312,,0000,CC SDD VV4,VV4,CC,SDD,09/2019,WB030,,3.00,0.00,0.00
DMAP,D2553,311,,0000,CC SDD VV3,VV3,CC,SDD,09/2019,WB030,,3.00,0.00,0.00
DMAP,D2553,310,,0000,CC SDD VV2,VV2,CC,SDD,09/2019,WB030,,3.00,0.00,0.00
DMAP,D2553,309,,0000,CC SDD VV1,VV1,CC,SDD,09/2019,WB030,,3.00,0.00,0.00
DMAP,D2553,308,,0000,assadsadsad sadsadasd sadsdaasdasd,sadsdaasdasd,assadsadsad,sadsadasd,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,307,,0000,3123 12312 3123123,3123123,3123,12312,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,306,,0000,3123 123123 123123,123123,3123,123123,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,305,,0000,132312 132231 31221313212,31221313212,132312,132231,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,304,,0000,1231 2312312 3123123,3123123,1231,2312312,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,303,,0000,123 123 123123,123123,123,123,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,302,123213,0000,qweqweq qwe qweqwewq,qweqwewq,qweqweq,qwe,09/2019,WB030,,3.00,0.00,0
DMAP,D2553,301,123213,0000,qweqweq qwe qweqwewq,qweqwewq,qweqweq,qwe,09/2019,WB030,,3.00,0.00,0
CMAP,C2553,eqwe,0000,09/2019,0,0
