H1604CF,eqwe,0000,12/31/2019,N,0,
D5,1604CF,eqwe,0000,12/31/2019,336,,0000,CC SDD VV4,CC,SDD,VV4,A,WC180,0.00,20.00,0.00
D5,1604CF,eqwe,0000,12/31/2019,335,,0000,CC SDD VV3,CC,SDD,VV3,A,WC180,0.00,20.00,0.00
D5,1604CF,eqwe,0000,12/31/2019,334,,0000,CC SDD VV2,CC,SDD,VV2,A,WC180,0.00,20.00,0.00
D5,1604CF,eqwe,0000,12/31/2019,333,,0000,CC SDD VV1,CC,SDD,VV1,A,WC180,0.00,20.00,0.00
D5,1604CF,eqwe,0000,12/31/2019,332,,0000,assadsadsad sadsadasd sadsdaasdasd,assadsadsad,sadsadasd,sadsdaasdasd,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,331,,0000,3123 12312 3123123,3123,12312,3123123,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,330,,0000,3123 123123 123123,3123,123123,123123,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,329,,0000,132312 132231 31221313212,132312,132231,31221313212,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,328,,0000,1231 2312312 3123123,1231,2312312,3123123,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,327,,0000,123 123 123123,123,123,123123,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,326,123213,0000,qweqweq qwe qweqwewq,qweqweq,qwe,qweqwewq,A,WC180,0.00,20.00,0
D5,1604CF,eqwe,0000,12/31/2019,325,123213,0000,qweqweq qwe qweqwewq,qweqweq,qwe,qweqwewq,A,WC180,0.00,20.00,0
C5,1604CF,eqwe,0000,12/31/2019,0,0
D6,1604CF,eqwe,0000,12/31/2019,12,,0000,VV4,CC,SDD,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,11,,0000,VV3,CC,SDD,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,10,,0000,VV2,CC,SDD,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,9,,0000,VV1,CC,SDD,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,8,,0000,sadsdaasdasd,assadsadsad,sadsadasd,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,7,,0000,3123123,3123,12312,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,6,,0000,123123,3123,123123,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,5,,0000,31221313212,132312,132231,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,4,,0000,3123123,1231,2312312,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,3,,0000,123123,123,123,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,2,123213,0000,qweqwewq,qweqweq,qwe,WF330,0.00,0.00,0.00
D6,1604CF,eqwe,0000,12/31/2019,1,123213,0000,qweqwewq,qweqweq,qwe,WF330,0.00,0.00,0.00
C6,1604CF,eqwe,0000,12/31/2019,0,0,0
D7.1,1604CF,eqwe,0000,12/31/2019,12,,0000,VV4,CC,SDD,,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,11,,0000,VV3,CC,SDD,,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,10,,0000,VV2,CC,SDD,,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,9,,0000,VV1,CC,SDD,,2019-09-24,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,8,,0000,sadsdaasdasd,assadsadsad,sadsadasd,,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,7,,0000,3123123,3123,12312,,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,6,,0000,123123,3123,123123,,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,5,,0000,31221313212,132312,132231,,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,4,,0000,3123123,1231,2312312,,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,3,,0000,123123,123,123,,2019-09-24,0.00,0.00,0,137,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,2,123213,0000,qweqwewq,qweqweq,qwe,2019-09-19,2019-09-24,0.00,0.00,0,866,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
D7.1,1604CF,eqwe,0000,12/31/2019,1,123213,0000,qweqwewq,qweqweq,qwe,2019-09-19,2019-09-24,0.00,0.00,3100,866,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,N
C7.1,1604CF,eqwe,0000,12/31/2019,0,0,3100,2554,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0
